ID;ID_DESCRICAO;ID_PROJETO;LONGITUDE;LATITUDE;FOTO;TIPO_OBSERVACAO;ALTITUDE;IDENTIFICACAO_CAMPO;RELACAO_B_A;COMENTARIO;ESTADO;MUNICIPIO;DATAUM;TIPO_PERFIL;DADO_NOVO;CURADORIA
5870;5870;165;NULL;NULL;NULL;Perfil parcial;600;LR-MS-65;NULL;NULL;NULL;NULL;NULL;Mini-trincheira;NULL;0
5871;5871;165;-54.1919;-22.3315;NULL;Perfil completo;NULL;LR-MS-28;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5872;5872;165;-52.5575;-21.8226;NULL;Perfil completo;480;LR-MS-73;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5873;5873;165;NULL;NULL;NULL;Perfil completo;400;LR-MS-33;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5874;5874;165;NULL;NULL;NULL;Perfil completo;380;LR-MS-30;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5875;5875;165;-53.0349;-21.875;NULL;Perfil completo;400;LR-MS-32;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5876;5876;165;-54.3824;-23.7097;NULL;Perfil completo;250;LR-MS-3;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5877;5877;165;-54.4765;-23.8118;NULL;Perfil completo;180;LR-MS-08;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5878;5878;165;-54.1;-23.7957;NULL;Perfil completo;170;LR-MS-09;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5879;5879;165;-56.7126;-20.6141;NULL;Perfil completo;390;LR-MS-113;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5880;5880;165;-56.7816;-21.1793;NULL;Perfil completo;500;LR-MS-102;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5881;5881;165;-53.5747;-22.3967;NULL;Perfil completo;385;LR-MS-16;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5882;5882;165;-53.843;-22.3118;NULL;Perfil completo;385;LR-MS-17;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5883;5883;165;-56.6149;-21.5272;NULL;Perfil completo;500;LR-MS-47;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5884;5884;165;-53.9767;-23.1087;NULL;Perfil completo;410;LR-MS-22;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5885;5885;165;NULL;NULL;NULL;Perfil completo;300;LR-MS-51;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5886;5886;166;-44.63333333;-7.366666667;NULL;Perfil completo;350;Perfil-PI-1;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5887;5887;166;-42.71666667;-6.15;NULL;Amostra extra;220;Perfil-PI-10;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5888;5888;166;-41.68333333;-6.683333333;NULL;Amostra extra;420;Perfil-PI-100;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5889;5889;166;-42.23333333;-4.533333333;NULL;Amostra extra;110;Perfil-PI-101;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5890;5890;166;-42.11666667;-7.016666667;NULL;Amostra extra;260;Perfil-PI-102;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5891;5891;166;-41.96666667;-6.4;NULL;Amostra extra;180;Perfil-PI-103;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5892;5892;166;-41.83333333;-2.883333333;NULL;Amostra extra;7;Perfil-PI-104;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5893;5893;166;-40.5;-7.083333333;NULL;Amostra extra;570;Perfil-PI-105;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5894;5894;166;-42.38333333;-9.366666667;NULL;Amostra extra;430;Perfil-PI-106;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5895;5895;166;-43.88333333;-7.65;NULL;Amostra extra;430;Perfil-PI-107;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5896;5896;166;-42.08333333;-7.383333333;NULL;Amostra extra;295;Perfil-PI-108;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5897;5897;166;-42.3;-7.733333333;NULL;Amostra extra;220;Perfil-PI-109;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5898;5898;166;-42.8;-6.15;NULL;Amostra extra;210;Perfil-PI-11;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5899;5899;166;-41.76666667;-8.6;NULL;Amostra extra;365;Perfil-PI-110;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5900;5900;166;-41.71666667;-6.7;NULL;Amostra extra;400;Perfil-PI-111;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5901;5901;166;-42.68333333;-8.233333333;NULL;Amostra extra;320;Perfil-PI-112;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5902;5902;166;-41.76666667;-2.983333333;NULL;Amostra extra;50;Perfil-PI-113;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5903;5903;166;-41.75;-7.916666667;NULL;Amostra extra;560;Perfil-PI-114;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5904;5904;166;-42.91666667;-6.033333333;NULL;Perfil completo;180;Perfil-PI-115;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5905;5905;166;-41.78333333;-3.533333333;NULL;Perfil completo;85;Perfil-PI-116;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5906;5906;166;-41.33333333;-6.883333333;NULL;Amostra extra;300;Perfil-PI-117;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5907;5907;166;-42.71666667;-6.566666667;NULL;Perfil completo;230;Perfil-PI-118;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5908;5908;166;-42.4;-3.616666667;NULL;Amostra extra;80;Perfil-PI-119;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5909;5909;166;-44.03333333;-7.483333333;NULL;Amostra extra;480;Perfil-PI-12;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5910;5910;166;-42.16666667;-6.3;NULL;Perfil completo;280;Perfil-PI-120;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5911;5911;166;-40.68333333;-6.766666667;NULL;Amostra extra;530;Perfil-PI-121;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5912;5912;166;-41.83333333;-5.5;NULL;Amostra extra;210;Perfil-PI-122;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5913;5913;166;-44.03333333;-7.333333333;NULL;Amostra extra;330;Perfil-PI-13;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5914;5914;166;-42.61666667;-8.95;NULL;Amostra extra;370;Perfil-PI-14;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5915;5915;166;-41.98333333;-6.95;NULL;Amostra extra;300;Perfil-PI-15;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5916;5916;166;-41.6333;-3.1667;NULL;Amostra extra;50;Perfil-PI-16;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5917;5917;166;-40.924353;-5.527408;NULL;Perfil completo;660;Perfil-PI-17;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5918;5918;166;-41.38333333;-5.966666667;NULL;Amostra extra;400;Perfil-PI-18;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5919;5919;166;-41.15;-7.35;NULL;Amostra extra;320;Perfil-PI-19;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5920;5920;166;-42.8;-6.35;NULL;Amostra extra;245;Perfil-PI-2;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5921;5921;166;-43.05;-8.1;NULL;Perfil completo;470;Perfil-PI-20;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5922;5922;166;-44.55;-9.9;NULL;Amostra extra;340;Perfil-PI-21;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5923;5923;166;-45.2;-7.666666667;NULL;Amostra extra;400;Perfil-PI-22;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5924;5924;166;-44.58333333;-8.716666667;NULL;Amostra extra;560;Perfil-PI-23;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5925;5925;166;-44.61666667;-8.75;NULL;Amostra extra;580;Perfil-PI-24;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5926;5926;166;-41.8;-6.35;NULL;Amostra extra;300;Perfil-PI-25;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5927;5927;166;-42.78333333;-6.916666667;NULL;Amostra extra;310;Perfil-PI-26;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5928;5928;166;-43.41666667;-8.033333333;NULL;Amostra extra;470;Perfil-PI-27;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5929;5929;166;-45.21666667;-7.833333333;NULL;Amostra extra;350;Perfil-PI-28;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5930;5930;166;-41.5;-6.633333333;NULL;Amostra extra;510;Perfil-PI-29;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5931;5931;166;-44.23333333;-7.483333333;NULL;Perfil completo;470;Perfil-PI-3;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5932;5932;166;-42.51666667;-9.2;NULL;Perfil completo;390;Perfil-PI-30;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5933;5933;166;-42.31666667;-5.916666667;NULL;Amostra extra;250;Perfil-PI-31;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5934;5934;166;-42.25;-6.6;NULL;Amostra extra;430;Perfil-PI-32;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5935;5935;166;-42.06666667;-6.983333333;NULL;Amostra extra;220;Perfil-PI-33;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5936;5936;166;-44.08333333;-10.38333333;NULL;Perfil completo;440;Perfil-PI-34;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5937;5937;166;-41.9;-6.733333333;NULL;Amostra extra;450;Perfil-PI-35;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5938;5938;166;-41.63333333;-6.416666667;NULL;Amostra extra;440;Perfil-PI-36;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5939;5939;166;-42.53333333;-6.2;NULL;Amostra extra;360;Perfil-PI-37;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5940;5940;166;-42.13333333;-6.583333333;NULL;Amostra extra;330;Perfil-PI-38;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5941;5941;166;-41.63333333;-6.416666667;NULL;Amostra extra;420;Perfil-PI-39;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5942;5942;166;-44.83333333;-7.766666667;NULL;Amostra extra;430;Perfil-PI-4;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5943;5943;166;-41.9;-6.533333333;NULL;Amostra extra;530;Perfil-PI-40;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5944;5944;166;-42;-4.75;NULL;Amostra extra;150;Perfil-PI-41;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5945;5945;166;-42.83333333;-6.216666667;NULL;Amostra extra;190;Perfil-PI-42;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5946;5946;166;-42.08333333;-4.033333333;NULL;Amostra extra;150;Perfil-PI-43;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5947;5947;166;-41.38333333;-3.216666667;NULL;Amostra extra;85;Perfil-PI-44;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5948;5948;166;-42.93333333;-8.05;NULL;Perfil completo;320;Perfil-PI-45;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5949;5949;166;-41.73333333;-6.366666667;NULL;Amostra extra;320;Perfil-PI-46;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5950;5950;166;-42.66666667;-5.266666667;NULL;Amostra extra;90;Perfil-PI-47;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5951;5951;166;-42;-8.916666667;NULL;Amostra extra;380;Perfil-PI-48;NULL;NULL;NULL;NULL;NULL;Mini-trincheira;NULL;0
5952;5952;166;-42.33333333;-6.8;NULL;Amostra extra;180;Perfil-PI-49;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5953;5953;166;-45.08333333;-7.8;NULL;Amostra extra;430;Perfil-PI-5;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5954;5954;166;-43.13333333;-7.116666667;NULL;Perfil completo;260;Perfil-PI-50;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5955;5955;166;-40.81666667;-7.116666667;NULL;Amostra extra;380;Perfil-PI-51;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5956;5956;166;-41.48333333;-4.416666667;NULL;Amostra extra;570;Perfil-PI-52;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5957;5957;166;-41.35;-3.183333333;NULL;Amostra extra;80;Perfil-PI-53;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5958;5958;166;-41.31666667;-8.6;NULL;Amostra extra;420;Perfil-PI-54;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5959;5959;166;-42.05;-8.1;NULL;Amostra extra;270;Perfil-PI-55;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5960;5960;166;-42.7;-6.166666667;NULL;Amostra extra;170;Perfil-PI-56;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5961;5961;166;-41.38333333;-7.016666667;NULL;Amostra extra;360;Perfil-PI-57;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5962;5962;166;-43.03333333;-9.183333333;NULL;Amostra extra;380;Perfil-PI-58;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5963;5963;166;-41.35;-7.083333333;NULL;Amostra extra;240;Perfil-PI-59;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5964;5964;166;-43.85;-10.21666667;NULL;Amostra extra;440;Perfil-PI-6;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5965;5965;166;-45.35;-9.816666667;NULL;Perfil completo;420;Perfil-PI-60;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5966;5966;166;-42.95;-8.083333333;NULL;Perfil completo;230;Perfil-PI-61;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5967;5967;166;-41.9;-3.3;NULL;Amostra extra;30;Perfil-PI-62;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5968;5968;166;-42.3;-4.3;NULL;Perfil completo;90;Perfil-PI-63;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5969;5969;166;-42.16666667;-3.566666667;NULL;Amostra extra;70;Perfil-PI-64;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5970;5970;166;-42.68333333;-5.533333333;NULL;Perfil completo;160;Perfil-PI-65;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5971;5971;166;-42.33333333;-4.416666667;NULL;Amostra extra;95;Perfil-PI-66;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5972;5972;166;-41.38333333;-3.066666667;NULL;Amostra extra;35;Perfil-PI-67;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5973;5973;166;-42.83333333;-4.183333333;NULL;Amostra extra;60;Perfil-PI-68;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5974;5974;166;-42.16666667;-5.183333333;NULL;Perfil completo;160;Perfil-PI-69;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5975;5975;166;-42.93333333;-6.016666667;NULL;Amostra extra;200;Perfil-PI-7;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5976;5976;166;-41.58333333;-4.1;NULL;Amostra extra;90;Perfil-PI-70;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5977;5977;166;-42.13333333;-4.716666667;NULL;Perfil completo;120;Perfil-PI-71;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5978;5978;166;-42.83333333;-4.5;NULL;Amostra extra;60;Perfil-PI-72;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5979;5979;166;-42.18333333;-7.216666667;NULL;Perfil completo;200;Perfil-PI-73;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5980;5980;166;-42.93333333;-6.183333333;NULL;Amostra extra;110;Perfil-PI-74;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5981;5981;166;-41.46666667;-3.1;NULL;Amostra extra;30;Perfil-PI-75;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5982;5982;166;-41.28333333;-3.016666667;NULL;Amostra extra;15;Perfil-PI-76;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5983;5983;166;-42.11666667;-4.733333333;NULL;Perfil completo;122;Perfil-PI-77;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5984;5984;166;-42.31666667;-4.483333333;NULL;Amostra extra;115;Perfil-PI-78;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5985;5985;166;-42.06666667;-4.916666667;NULL;Perfil completo;140;Perfil-PI-79;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5986;5986;166;-44.53333333;-8.333333333;NULL;Amostra extra;320;Perfil-PI-8;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5987;5987;166;-42.11666667;-3.816666667;NULL;Perfil completo;85;Perfil-PI-80;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5988;5988;166;-42.8;-6.2;NULL;Amostra extra;150;Perfil-PI-81;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5989;5989;166;-42.53333333;-6.833333333;NULL;Amostra extra;180;Perfil-PI-82;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5990;5990;166;-42.73333333;-6.066666667;NULL;Amostra extra;200;Perfil-PI-83;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5991;5991;166;-42.73333333;-6.066666667;NULL;Amostra extra;200;Perfil-PI-84;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5992;5992;166;-42.83333333;-6.25;NULL;Amostra extra;110;Perfil-PI-85;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5993;5993;166;-40.58333333;-6.85;NULL;Amostra extra;550;Perfil-PI-86;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
5994;5994;166;-41.06666667;-8.233333333;NULL;Perfil completo;370;Perfil-PI-87;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5995;5995;166;-42.28333333;-4.65;NULL;Amostra extra;110;Perfil-PI-88;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5996;5996;166;-41.55;-3.2;NULL;Amostra extra;60;Perfil-PI-89;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5997;5997;166;-43.58333333;-6.866666667;NULL;Amostra extra;180;Perfil-PI-9;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
5998;5998;166;-42.31666667;-4.95;NULL;Amostra extra;140;Perfil-PI-90;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
5999;5999;166;-41.8;-2.866666667;NULL;Amostra extra;7;Perfil-PI-91;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6000;6000;166;-44.18333333;-10.08333333;NULL;Amostra extra;330;Perfil-PI-92;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6001;6001;166;-42.78333333;-4.2;NULL;Amostra extra;70;Perfil-PI-93;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6002;6002;166;-40.53333333;-7.083333333;NULL;Amostra extra;570;Perfil-PI-94;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6003;6003;166;-42.05;-5.45;NULL;Amostra extra;180;Perfil-PI-95;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6004;6004;166;-43.03333333;-7.583333333;NULL;Perfil completo;280;Perfil-PI-96;NULL;NULL;NULL;NULL;NULL;Mini-trincheira;NULL;0
6005;6005;166;-41.41666667;-7.05;NULL;Amostra extra;220;Perfil-PI-97;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6006;6006;166;-42.21666667;-6.766666667;NULL;Amostra extra;180;Perfil-PI-98;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6007;6007;166;-41.81666667;-2.866666667;NULL;Amostra extra;5;Perfil-PI-99;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6008;6008;167;-52.25761693;-27.17409633;NULL;Perfil completo;500;Seara-05;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6009;6009;167;-52.27349475;-27.16068331;NULL;Perfil completo;750;Seara-03;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6010;6010;167;-52.27599588;-27.17180897;NULL;Perfil completo;650;Seara-09;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6011;6011;167;-52.27908457;-27.18195641;NULL;Perfil completo;620;Seara-02;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6012;6012;167;-52.28986294;-27.1902687;NULL;Perfil completo;600;Seara-16;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6013;6013;167;-52.25635772;-27.1677345;NULL;Perfil completo;640;Seara-04;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6014;6014;167;-52.27420256;-27.17076009;NULL;Perfil completo;635;Seara-10;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6015;6015;167;-52.26563304;-27.20057272;NULL;Perfil completo;580;Seara-11;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6016;6016;167;-52.26477727;-27.12465382;NULL;Perfil completo;350;Seara-07;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6017;6017;167;-52.27999929;-27.15849374;NULL;Perfil completo;690;Seara-08;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6018;6018;167;-52.27240937;-27.1697202;NULL;Perfil completo;690;Seara-01;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6019;6019;167;-52.26540425;-27.12756392;NULL;Perfil completo;460;Seara-15;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6020;6020;167;-52.26399584;-27.21330655;NULL;Perfil completo;400;Seara-14;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6021;6021;168;-46.13333333;-4.55;NULL;Amostra extra;NULL;RMI-MA-EX-10;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6022;6022;168;-46.1;-4.466666667;NULL;Amostra extra;NULL;RMI-MA-EX-11;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6023;6023;168;-46.13333333;-4.516666667;NULL;Amostra extra;NULL;RMI-MA-EX-12;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6024;6024;168;-46.2;-5.283333333;NULL;Amostra extra;NULL;RMI-MA-EX-13;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6025;6025;168;-46.23333333;-4.333333333;NULL;Amostra extra;NULL;RMI-MA-EX-14;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
6026;6026;168;-46.1;-5.05;NULL;Amostra extra;NULL;RMI-MA-EX-15;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6027;6027;168;-46.26666667;-5.566666667;NULL;Amostra extra;NULL;RMI-MA-EX-16;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6028;6028;168;-45.61666667;-3.95;NULL;Amostra extra;NULL;RMI-MA-EX-17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
6029;6029;168;-46.11666667;-4.133333333;NULL;Amostra extra;NULL;RMI-MA-EX-18;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6030;6030;168;-45.55;-3.85;NULL;Amostra extra;NULL;RMI-MA-EX-19;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6031;6031;168;-46.33333333;-5.566666667;NULL;Amostra extra;NULL;RMI-MA-EX-20;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6032;6032;168;-46.16666667;-5.466666667;NULL;Amostra extra;NULL;RMI-MA-EX-21;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6033;6033;168;-45.8;-4.033333333;NULL;Amostra extra;NULL;RMI-MA-EX-22;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6034;6034;168;-45.86666667;-4.1;NULL;Amostra extra;NULL;RMI-MA-EX-23;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6035;6035;168;-46.16666667;-4.266666667;NULL;Amostra extra;NULL;RMI-MA-EX-24;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6036;6036;168;-46.03333333;-4.066666667;NULL;Amostra extra;NULL;RMI-MA-EX-25;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6037;6037;168;-46;-4.083333333;NULL;Amostra extra;NULL;RMI-MA-EX-26;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6038;6038;168;-45.91666667;-5.233333333;NULL;Amostra extra;NULL;RMI-MA-EX-27;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6039;6039;168;-46.18333333;-4.45;NULL;Amostra extra;NULL;RMI-MA-EX-28;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6040;6040;168;-46.13333333;-4.283333333;NULL;Amostra extra;NULL;RMI-MA-EX-29;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6041;6041;168;-46.21666667;-4.35;NULL;Amostra extra;NULL;RMI-MA-EX-30;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6042;6042;168;-46.05;-5.1;NULL;Amostra extra;NULL;RMI-MA-EX-31;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6043;6043;168;-46.16666667;-4.583333333;NULL;Amostra extra;NULL;RMI-MA-EX-32;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6044;6044;168;-46.21666667;-4.166666667;NULL;Amostra extra;NULL;RMI-MA-EX-33;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6045;6045;168;-45.96666667;-5.216666667;NULL;Amostra extra;NULL;RMI-MA-EX-34;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6046;6046;168;-46.1;-5.233333333;NULL;Amostra extra;NULL;RMI-MA-EX-35;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6047;6047;168;-45.66666667;-3.9;NULL;Amostra extra;NULL;RMI-MA-EX-36;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6048;6048;168;-45.68333333;-3.866666667;NULL;Amostra extra;NULL;RMI-MA-EX-37;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6049;6049;168;-45.71666667;-4.066666667;NULL;Amostra extra;NULL;RMI-MA-EX-38;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6050;6050;168;-45.73333333;-4;NULL;Amostra extra;NULL;RMI-MA-EX-39;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
